PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
P05682,Anna Nagar,1988,13-01-2010,49,2.0,1.0,5,Normal Sale,Yes,17-01-1993,House,NoSeWa,Gravel,RH,3.4,2.0,2.1,2.53,431558,236661,13921240
P08091,KK Nagar,2331,30-04-2008,188,4.0,2.0,6,Partial,No,08-05-1978,Commercial,NoSeWa,Gravel,RM,2.2,2.5,2.2,2.29,909160,181832,18183200
P07735,Chrompet,711,16-08-2008,168,1.0,1.0,2,Normal Sale,No,20-08-1993,Others,NoSeWa,Gravel,RH,2.7,2.0,2.0,2.21,213130,99460,7104320
P01110,Chrompet,1213,17-12-2012,142,2.0,1.0,4,Partial,Yes,19-12-2005,Others,NoSewr ,No Access,RL,4.7,4.4,4.6,4.55,256077,30729,10243060
P06163,Chrompet,1000,11-10-2009,20,1.0,1.0,3,AbNormal,Yes,19-10-1976,Commercial,AllPub,Paved,RH,4.3,2.7,3.9,3.54,378440,183116,12207750
P04426,Chrompet,997,03-09-2010,114,1.0,1.0,3,Partial,Yes,13-09-1970,Commercial,ELO,Gravel,RH,2.8,3.8,5.0,3.86,385798,144674,12056200
P01728,Karapakkam,929,18-02-2012,14,1.0,1.0,3,AbNormal,No,20-02-2003,Commercial,ELO,Paved,I,3.2,4.4,3.5,3.68,361841,169373,7698750
P07029,Anna Nagar,1836,17-03-2009,39,2.0,1.0,5,AbNormal,No,26-03-1975,Commercial,NoSeWa,Paved,RH,4.8,2.0,4.4,3.94,656080,96482,19296480
P05343,Karapakkam,1504,13-03-2010,182,2.0,2.0,4,Partial,No,24-03-1966,House,ELO,Paved,RM,3.6,3.7,3.8,3.71,306852,149492,7868000
P09449,Velachery,1726,30-11-2006,40,2.0,1.0,4,Partial,Yes,05-12-1987,Commercial,AllPub,Paved,I,3.9,4.2,3.2,3.83,448605,202596,14471130
P05690,Karapakkam,1107,11-01-2010,185,1.0,1.0,3,Normal Sale,Yes,21-01-1972,Commercial,NoSeWa,No Access,A,3.7,3.4,3.9,3.69,227866,132309,7350500
P06076,Velachery,1707,28-10-2009,94,2.0,1.0,4,AdjLand,No,10-11-1957,Commercial,NoSeWa,Gravel,I,4.6,4.3,4.6,4.47,547408,95796,13685190
P05655,Adyar,1227,17-01-2010,128,2.0,2.0,4,AdjLand,Yes,21-01-1995,Others,NoSewr ,No Access,A,2.1,3.2,4.7,3.62,329959,130247,8683125
P08960,Adyar,1059,03-06-2007,10,1.0,1.0,3,Partial,No,11-06-1975,House,NoSewr ,Gravel,A,2.3,2.6,2.5,2.46,229854,80760,6212280
P06562,KK Nagar,1414,24-07-2009,177,2.0,1.0,4,Partial,Yes,30-07-1985,Commercial,NoSewr ,Paved,RM,4.8,3.1,3.2,3.65,493124,287655,13697880
P04286,Karapakkam,984,30-09-2010,183,1.0,1.0,3,Family,Yes,03-10-1997,House,NoSewr ,No Access,C,2.7,2.7,4.7,,192267,48067,5340750
P08370,Adyar,1250,26-01-2008,9,2.0,2.0,4,Partial,No,02-02-1979,Others,ELO,Gravel,A,3.8,2.6,4.3,3.81,306167,7850,7850435
P03544,Chrompet,700,05-03-2011,51,1.0,1.0,2,Family,Yes,15-03-1971,Others,ELO,Paved,RM,4.4,2.9,2.9,3.35,256389,115788,8270600
P03243,Velachery,1623,27-04-2011,91,2.0,1.0,4,AdjLand,No,29-04-2003,Others,ELO,Paved,RL,4.3,3.4,2.5,3.36,372476,206931,10346560
P02147,Karapakkam,1632,30-11-2011,71,2.0,2.0,4,AdjLand,No,12-12-1961,Others,ELO,No Access,I,3.1,4.1,3.9,3.72,204825,129723,6827500
P04482,Karapakkam,1156,22-08-2010,46,1.0,1.0,3,AdjLand,No,24-08-2003,Commercial,AllPub,Gravel,I,2.3,4.7,4.2,3.78,351969,160900,10056250
P03775,KK Nagar,1656,13-01-2011,30,2.0,1.0,4,AbNormal,Yes,17-01-1996,House,NoSewr ,Paved,RM,4.1,3.7,4.1,3.98,392764,163652,10910100
P09700,Velachery,1615,31-01-2006,53,2.0,1.0,4,Normal Sale,Yes,05-02-1987,House,NoSeWa,Paved,RL,3.3,4.5,3.2,3.81,386554,213622,10172480
P00448,Anna Nagar,1724,09-04-2014,66,1.0,1.0,4,AbNormal,Yes,20-04-1971,House,NoSeWa,Gravel,RH,2.0,4.8,4.4,3.66,406008,233762,12303260
P08875,Adyar,994,14-07-2007,14,1.0,1.0,3,Normal Sale,Yes,22-07-1974,House,NoSeWa,Gravel,RM,3.9,4.7,2.6,3.41,352984,83055,10381895
P03661,Karapakkam,786,05-02-2011,100,1.0,1.0,2,Normal Sale,No,07-02-2001,Other,NoSewr ,Gravel,RH,4.4,2.0,2.9,3.08,266305,84438,6495250
P08121,KK Nagar,2157,20-04-2008,133,3.0,2.0,5,Family,No,28-04-1978,Others,NoSewr ,Paved,RM,3.0,3.3,3.6,3.33,592657,165944,11853140
P06889,KK Nagar,1582,28-04-2009,108,2.0,1.0,4,Family,Yes,01-05-1998,House,NoSeWa,Paved,RL,3.7,3.0,3.4,3.37,365072,177603,9866820
P01103,Anna Nagar,1994,26-12-2012,68,2.0,1.0,5,Partial,Yes,29-12-2000,House,NoSewr ,Gravel,RM,2.3,2.6,4.6,3.295,439277,287802,15147490
P00721,T Nagar,1949,14-09-2013,137,2.0,1.0,5,Partial,Yes,25-09-1970,Others,NoSewr ,No Access,RM,3.3,2.6,2.0,2.54,448413,216974,14464930
P05753,Velachery,1908,29-12-2009,73,3.0,2.0,5,AbNormal,Yes,07-01-1974,House,NoSeWa,No Access,C,4.5,3.3,5.0,4.11,338673,127002,8466820
P03960,Adyar,853,05-12-2010,112,1.0,1.0,3,Family,No,10-12-1988,Others,NoSeWa,No Access,A,4.8,3.3,3.6,3.9,189933,77000,5133330
P03202,Velachery,1833,06-05-2011,190,3.0,2.0,5,Normal Sale,Yes,08-05-2003,House,ELO,Gravel,RH,3.0,3.4,2.4,3.0,349509,141988,10922160
P05818,Velachery,1983,17-12-2009,6,3.0,2.0,5,Partial,No,27-12-1969,Commercial,ELO,Paved,A,4.8,3.8,3.4,3.93,438606,186075,13291100
P09648,Velachery,1870,03-05-2006,164,3.0,2.0,5,AdjLand,No,10-05-1977,House,AllPub,Gravel,A,2.0,3.0,4.4,3.17,333188,76890,8543280
P06632,T Nagar,1639,10-07-2009,140,1.0,1.0,4,Family,Yes,20-07-1969,Others,NoSewr ,Gravel,RL,4.4,2.7,3.2,3.435,546721,150348,13668020
P08778,Adyar,991,23-08-2007,9,1.0,1.0,3,Family,Yes,25-08-1997,Others,NoSewr ,Paved,RH,3.9,3.9,4.5,4.2,347499,67569,9652750
P09881,Velachery,1913,17-12-2004,143,3.0,2.0,5,Partial,Yes,26-12-1968,Commercial,AllPub,No Access,RL,2.9,2.4,3.5,2.86,583629,268154,15773770
P02636,Adyar,1167,30-08-2011,15,1.0,1.0,3,AdjLand,No,31-08-2004,Others,NoSeWa,No Access,RM,4.7,5.0,2.9,3.86,366611,41898,10474605
P04209,KK Nagar,2175,17-10-2010,72,3.0,2.0,5,AbNormal,No,23-10-1985,House,AllPub,Gravel,RL,4.9,4.1,4.4,4.46,544632,90772,11346500
P01011,T Nagar,1553,28-02-2013,139,1.0,1.0,4,Normal Sale,Yes,04-03-1997,Commercial,AllPub,Paved,RH,3.4,2.1,2.1,2.49,587693,348943,18365420
P02019,Chrompet,1083,24-12-2011,116,1.0,1.0,3,Partial,No,30-12-1984,Others,NoSeWa,Gravel,RM,3.6,2.3,4.7,3.41,271403,67851,9692960
P04280,Karapakkam,1023,01-10-2010,154,1.0,1.0,3,Partial,Yes,04-10-1999,Others,NoSeWa,Gravel,I,2.0,3.6,3.8,3.2,343588,87725,7310375
P04512,Karapakkam,1201,16-08-2010,104,1.0,1.0,3,Partial,No,25-08-1972,Others,AllPub,Gravel,RM,3.3,2.1,2.0,2.42,339946,149245,8291375
P05605,Karapakkam,1670,26-01-2010,167,2.0,2.0,4,AdjLand,Yes,02-02-1982,Others,NoSeWa,Gravel,RH,3.4,4.7,4.0,4.03,427529,91613,10179250
P03800,Karapakkam,1402,08-01-2011,112,2.0,2.0,4,Normal Sale,No,15-01-1981,House,NoSeWa,Gravel,I,3.7,3.6,5.0,4.19,257761,111464,6966500
P04514,Anna Nagar,1559,16-08-2010,46,1.0,1.0,4,Family,Yes,17-08-2005,House,AllPub,Gravel,RM,2.0,3.0,4.5,3.25,517955,258978,13630400
P08553,Adyar,1291,09-11-2007,112,2.0,2.0,4,AdjLand,No,14-11-1984,Others,NoSewr ,Gravel,I,3.4,2.0,3.2,3.02,305053,20337,10168445
P06947,T Nagar,1682,12-04-2009,119,1.0,1.0,4,AdjLand,Yes,22-04-1970,Commercial,AllPub,Paved,RL,4.5,3.3,4.4,4.155,787045,242168,20180630
P05766,Chrompet,913,26-12-2009,200,1.0,1.0,3,AbNormal,Yes,31-12-1990,Commercial,NoSewr ,Paved,RM,3.9,3.0,3.2,3.33,425471,154717,12893050
P01008,Chrompet,1005,03-03-2013,84,1.0,1.0,3,Normal Sale,No,08-03-1992,Commercial,AllPub,No Access,RM,3.5,3.8,5.0,4.07,340977,170489,12177750
P06809,KK Nagar,1640,17-05-2009,157,2.0,1.0,4,Partial,Yes,23-05-1984,House,NoSewr ,Gravel,RH,3.8,4.5,4.9,4.45,379178,204173,9722500
P03805,KK Nagar,2078,08-01-2011,43,3.0,2.0,5,Partial,Yes,10-01-2002,Commercial,NoSeWa,Paved,RH,2.3,3.4,4.7,3.59,724899,329500,16474980
P04236,Velachery,1729,09-10-2010,56,2.0,1.0,4,Partial,Yes,13-10-1995,House,AllPub,No Access,A,3.6,2.5,3.2,2.99,291940,149713,7485650
P04855,Chrompet,960,18-06-2010,116,1.0,1.0,3,AbNormal,No,21-06-1999,Others,ELO,Paved,RH,4.5,3.2,5.0,4.13,254990,95621,7968450
P01482,Chrompet,732,05-04-2012,54,1.0,1.0,2,AdjLand,No,12-04-1985,Others,ELO,Paved,RH,3.5,3.6,4.0,3.69,199325,82479,6873290
P09440,Velachery,1544,05-12-2006,185,2.0,1.0,4,AdjLand,Yes,18-12-1954,House,NoSewr ,No Access,C,3.0,4.0,3.1,3.48,220795,66239,7359840
P04272,Anna Nagar,1601,03-10-2010,94,1.0,1.0,4,AbNormal,No,07-10-1993,House,AllPub,No Access,RL,4.1,2.0,3.1,3.175,373857,87966,10995790
P09101,Velachery,1897,06-04-2007,1,3.0,2.0,5,AdjLand,No,16-04-1967,House,NoSewr ,No Access,RM,4.5,3.5,2.1,3.33,321283,90361,10040100
P04291,T Nagar,1517,29-09-2010,131,1.0,1.0,4,AdjLand,Yes,10-10-1967,Commercial,AllPub,Gravel,RM,4.0,4.4,3.6,3.92,653989,217996,19817860
P00906,Anna Nagar,1652,11-05-2013,132,1.0,1.0,4,AdjLand,No,17-05-1989,House,NoSewr ,No Access,RM,2.5,5.0,2.6,3.165,370420,71694,11949030
P04047,Adyar,676,17-11-2010,192,1.0,1.0,2,Partial,No,21-11-1992,House,NoSeWa,No Access,RL,3.3,2.7,2.5,2.78,194844,54800,6088870
P06356,Chrompet,1102,07-09-2009,94,1.0,1.0,3,Partial,Yes,15-09-1978,House,ELO,Paved,RL,4.1,3.1,3.5,3.52,222796,142590,8911850
P04186,KK Nagar,1432,21-10-2010,111,2.0,1.0,4,AdjLand,Yes,28-10-1983,Others,NoSewr ,Gravel,RM,3.8,2.5,4.6,3.73,344687,183833,11489580
P02549,Anna Nagar,1729,13-09-2011,80,1.0,1.0,4,AdjLand,No,22-09-1974,Others,NoSewr ,Gravel,RM,2.0,4.3,2.2,2.655,382289,99112,14158860
P06253,Karapakkam,757,28-09-2009,123,1.0,1.0,2,Partial,Yes,07-10-1972,Commercial,AllPub,Paved,RM,3.3,3.4,3.6,3.45,445643,136421,9094750
P07233,Adyar,690,12-01-2009,115,1.0,1.0,2,AdjLand,Yes,15-01-2000,Others,AllPub,Paved,C,2.5,3.1,4.3,3.52,232073,22459,7486235
P03411,Adyar,736,01-04-2011,79,1.0,1.0,2,AdjLand,Yes,02-04-2004,House,NoSewr ,No Access,RH,4.2,4.5,3.8,4.06,243022,31358,7839405
P00665,Ana Nagar,1906,30-10-2013,169,2.0,1.0,5,AdjLand,No,09-11-1972,Commercial,NoSeWa,Paved,RH,2.7,4.8,2.2,3.025,600629,260273,20020970
P02451,KK Nagar,2467,02-10-2011,69,4.0,2.0,6,AdjLand,No,06-10-1995,House,AllPub,Gravel,RL,3.0,3.6,2.4,2.94,581942,139160,12650920
P03474,Adyar,1064,20-03-2011,75,1.0,1.0,3,Partial,No,22-03-2000,Commercial,NoSeWa,Gravel,RM,3.6,3.7,4.4,4.02,561539,168462,14038465
P05282,Adyar,784,25-03-2010,74,1.0,1.0,2,Normal Sale,No,02-04-1979,House,ELO,No Access,RL,2.5,2.9,3.7,3.18,224786,85948,6611365
P02669,Karapakkam,1631,21-08-2011,1,2.0,2.0,4,AbNormal,Yes,28-08-1983,House,ELO,Gravel,RH,4.2,3.5,2.8,3.43,396418,117124,9009500
P06576,Karapakkam,1609,21-07-2009,123,2.0,2.0,4,Family,Yes,30-07-1972,Commercial,AllPub,No Access,I,2.1,2.2,4.7,3.17,507364,101473,11274750
P09935,Velachery,1826,20-08-2004,44,3.0,2.0,5,Family,No,30-08-1965,Others,NoSewr ,Gravel,I,4.3,3.6,4.5,4.05,369034,106826,9711430
P03262,Chrompet,911,24-04-2011,84,1.0,1.0,3,Partial,Yes,02-05-1978,Others,ELO,No Access,RH,3.8,3.8,2.0,3.26,245118,37139,7427820
P07254,Chrompet,1283,06-01-2009,126,2.0,1.0,4,Normal Sale,No,15-01-1973,Commercial,NoSeWa,No Access,RH,3.3,2.2,2.4,2.59,375084,87520,12502800
P07684,KK Nagar,2419,03-09-2008,180,4.0,2.0,6,AdjLand,Yes,09-09-1987,Others,NoSewr ,Paved,RM,2.7,3.1,3.7,3.22,664728,317913,14450600
P09078,T Nagar,1551,14-04-2007,111,1.0,1.0,4,AbNormal,Yes,17-04-1992,Commercial,NoSeWa,No Access,RL,5.0,2.2,4.7,4.165,603994,91514,18302850
P03880,Karapakkam,1369,23-12-2010,106,2.0,2.0,4,AdjLand,No,26-12-1996,Others,NoSeWa,No Access,RL,3.6,4.8,2.1,3.36,246524,143143,7952375
P05181,Velachery,1859,14-04-2010,184,3.0,2.0,5,AdjLand,No,19-04-1988,House,NoSeWa,Gravel,RM,4.0,3.6,3.8,3.76,408493,158859,11347040
P02009,Karapakkam,657,27-12-2011,63,1.0,1.0,2,Family,No,07-01-1968,Others,ELO,No Access,I,4.5,4.9,4.7,4.7,112960,72878,3643875
P09550,Anna Nagar,1562,16-10-2006,8,1.0,1.0,4,Normal Sale,Yes,20-10-1990,Commercial,NoSewr ,Gravel,RM,2.5,2.4,2.6,2.515,539238,279605,19971770
P06298,Karapakkam,1485,17-09-2009,120,2.0,2.0,4,AbNormal,Yes,25-09-1977,House,ELO,No Access,RL,2.0,3.0,4.8,3.42,360923,104267,8020500
P07478,Velachery,1820,27-10-2008,140,3.0,2.0,5,Family,Yes,04-11-1977,Others,NoSewr ,No Access,I,4.1,2.3,4.0,3.26,288187,76850,9606220
P03257,T Nagar,1637,25-04-2011,99,1.0,1.0,4,Family,Yes,06-05-1967,House,NoSeWa,No Access,RM,2.6,3.8,2.8,2.99,476207,95241,11905180
P01735,Velachery,1917,17-02-2012,200,3.0,2.0,5,AbNormal,No,24-02-1984,House,ELO,No Access,I,4.0,2.0,3.3,2.89,280961,72247,8027460
P01092,Chrompet,1232,01-01-2013,151,2.0,1.0,4,AbNormal,Yes,07-01-1991,House,NoSeWa,No Access,RL,2.4,3.5,4.8,3.56,253020,121824,9371100
P07217,Chrompet,704,18-01-2009,43,1.0,1.0,2,AbNormal,No,22-01-1994,House,AllPub,Gravel,RM,2.9,4.3,2.1,3.22,213446,57466,8209450
P00512,Anna Nagar,1731,12-02-2014,62,1.0,1.0,4,AbNormal,No,20-02-1983,Commercial,AllPub,Paved,RM,4.1,3.2,3.7,3.715,594920,118984,19830670
P01999,Anna Nagar,1976,31-12-2011,112,2.0,1.0,5,Partial,No,10-01-1972,House,NoSeWa,Paved,RL,5.0,2.9,2.2,3.355,369002,110700,12300050
P06288,Anna Nagar,1966,20-09-2009,176,2.0,1.0,5,Partial,No,28-09-1976,House,ELO,No Access,RL,4.0,2.4,3.9,3.56,434841,188039,11752460
P03819,Anna Nagar,1584,06-01-2011,9,1.0,1.0,4,Partial,No,15-01-1976,Others,NoSewr ,No Access,RL,2.8,2.6,2.1,2.47,298650,77428,11061120
P00189,Chrompet,1257,11-10-2014,173,2.0,1.0,4,AbNormal,Yes,12-10-2010,House,NoSeWa,Paved,RL,4.9,4.1,3.2,4.07,323814,73119,10445600
P01109,Chrompet,704,19-12-2012,169,1.0,1.0,2,AbNormal,No,24-12-1994,Others,NoSeWa,Paved,RL,4.7,2.1,2.3,2.94,229663,122009,7176980
P04833,Velachery,1996,22-06-2010,38,3.0,2.0,5,AbNormal,Yes,28-06-1984,House,NoSewr ,Gravel,RH,2.0,4.6,4.2,3.83,361850,203541,11307820
P03090,KK Nagar,1425,29-05-2011,182,2.0,1.0,4,AbNormal,Yes,30-05-2006,House,AllPub,Gravel,RH,2.1,4.2,2.7,2.97,292863,234290,9762100
P07686,Chrompet,937,02-09-2008,137,1.0,1.0,3,Family,No,05-09-1996,House,NoSewr ,Gravel,RM,2.5,3.0,3.9,3.12,280153,99409,9037200
P02197,Velachery,1523,17-11-2011,83,2.0,1.0,4,Partial,Yes,27-11-1970,Others,ELO,Paved,C,2.4,4.7,3.6,3.8,306988,153494,8078620
P04490,Karapakkam,1417,21-08-2010,29,2.0,2.0,4,AdjLand,Yes,30-08-1973,Commercial,NoSewr ,Paved,RL,2.5,2.0,2.6,2.39,553714,307619,12304750
P01857,Karapakkam,1661,26-01-2012,58,2.0,2.0,4,Normal Sale,Yes,29-01-1997,Commercial,ELO,Paved,I,2.5,2.1,3.5,2.78,368678,98314,12289250
P09178,Velachery,1669,08-03-2007,2,2.0,1.0,4,Normal Sale,No,20-03-1958,Others,NoSeWa,Paved,A,4.8,3.8,2.3,3.6,230177,122282,7193030
P02450,Velachery,1607,02-10-2011,45,2.0,1.0,4,AdjLand,Yes,03-10-2004,Commercial,NoSeWa,No Access,A,3.4,2.6,3.9,3.19,374971,149988,12499040
P05013,Karapakkam,980,17-05-2010,148,1.0,1.0,3,AbNormal,No,26-05-1974,Others,NoSewr ,Paved,RH,3.2,4.2,4.3,3.94,272118,68030,6184500
P00412,Anna Nagar,1793,05-05-2014,90,1.0,1.0,4,Partial,Yes,07-05-2005,House,NoSewr ,Paved,RL,5.0,2.8,3.5,3.85,382402,158235,13186280
P01822,Karapakkam,1384,01-02-2012,133,2.0,2.0,4,Partial,No,13-02-1963,Commercial,NoSewr ,Gravel,RL,3.2,3.4,4.8,3.9,521030,232801,11085750
P02971,KK Nagar,1334,21-06-2011,99,2.0,1.0,4,Partial,No,25-06-1995,Commercial,AllPub,Paved,RL,2.5,2.1,3.1,2.62,472549,129951,11813720
P01067,Anna Nagar,1815,16-01-2013,48,2.0,1.0,5,Partial,No,20-01-1999,Commercial,NoSeWa,No Access,RM,5.0,3.4,3.0,3.8,534986,178329,19814280
P08735,Adyar,1243,06-09-2007,119,2.0,2.0,4,AbNormal,No,07-09-2001,House,ELO,Paved,RL,4.0,2.7,3.2,3.34,330891,136249,9732090
P05684,Adyar,1242,12-01-2010,163,2.0,2.0,4,AbNormal,No,20-01-1977,House,ELO,Paved,I,4.0,4.2,3.3,3.69,273146,72303,8033695
P00688,Chrompet,780,15-10-2013,101,1.0,1.0,2,Family,Yes,25-10-1975,House,NoSeWa,Gravel,RH,3.2,3.3,2.1,2.91,232410,37486,7497100
P03726,Velachery,1654,23-01-2011,8,2.0,1.0,4,AdjLand,Yes,26-01-1998,Others,NoSeWa,Paved,I,2.5,3.3,3.5,3.16,338123,143446,10246160
P08167,Chrompet,1245,03-04-2008,177,2.0,1.0,4,AbNormal,Yes,04-04-2004,House,NoSewr ,Paved,RM,2.8,4.5,2.4,3.36,353984,121682,11062000
P00374,Anna Nagar,1711,02-06-2014,7,1.0,1.0,4,Family,Yes,09-06-1985,House,ELO,No Access,RH,4.0,2.3,4.5,3.775,302833,145808,11216030
P02102,Karapakkam,862,10-12-2011,78,1.0,1.0,2,Family,No,11-12-2005,Commercial,NoSewr ,Paved,C,4.4,2.0,4.5,3.72,300982,143651,6840500
P00022,Chrompet,1206,06-02-2015,177,2.0,1.0,4,Normal Sale,No,16-02-1975,Commercial,AllPub,Paved,RH,3.1,2.7,4.3,3.3,408051,114764,12751600
P02655,Anna Nagar,1991,26-08-2011,106,2.0,1.0,5,AdjLand,Yes,03-09-1978,Others,AllPub,No Access,RH,4.7,4.6,3.4,4.155,465512,116378,14547240
P07696,Chrompet,778,30-08-2008,187,1.0,1.0,2,AdjLand,No,05-09-1987,Commercial,NoSeWa,No Access,RH,2.2,3.8,3.0,3.08,272843,36379,9094750
P07984,Chrompet,821,31-05-2008,22,1.0,1.0,3,AdjLand,Yes,03-06-1999,House,NoSeWa,Gravel,RH,2.7,2.5,3.8,2.95,217694,148032,8707750
P09536,Anna Nagar,1847,21-10-2006,30,2.0,1.0,5,AbNormal,Yes,24-10-1994,Others,ELO,Paved,RM,2.0,3.8,4.7,3.53,614262,261061,15356550
P01247,Anna Nagar,1600,30-09-2012,154,1.0,1.0,4,Family,Yes,06-10-1991,House,ELO,Gravel,RH,3.9,2.7,2.5,3.04,309941,166891,11920820
P00621,Chrompet,1000,24-11-2013,138,1.0,1.0,3,Family,Yes,01-12-1987,Others,ELO,Paved,RL,3.4,2.8,4.2,3.4,279813,65290,9327100
P06715,KK Nagar,1810,17-06-2009,85,3.0,2.0,5,Family,Yes,25-06-1979,House,NoSewr ,Gravel,RL,2.8,4.1,4.9,4.03,371980,175050,10940600
P07099,Chrompet,705,26-02-2009,145,1.0,1.0,2,AdjLand,Yes,29-02-2000,Commercial,AllPub,Gravel,RM,4.4,4.7,2.5,3.95,359947,136531,12411950
P07522,Velachery,1851,14-10-2008,106,3.0,2.0,5,AdjLand,Yes,28-10-1953,House,AllPub,Gravel,RM,4.9,4.5,2.5,4.0,442487,95673,11959100
P06138,Karapakkam,1262,14-10-2009,89,1.0,1.0,3,AdjLand,Yes,19-10-1991,Others,AllPub,Paved,I,4.9,4.4,3.9,4.35,361273,82108,8210750
P01185,Anna Nagar,1571,08-11-2012,41,1.0,1.0,4,Normal Sale,Yes,17-11-1979,Others,NoSewr ,No Access,RL,4.4,3.8,2.8,3.61,412886,112605,12511690
P04439,Adyar,743,30-08-2010,191,1.0,1.0,2,AdjLand,No,07-09-1976,Others,ELO,Gravel,RL,4.4,2.8,2.0,2.88,331700,82925,8292510
P08763,Adyar,1252,29-08-2007,15,2.0,2.0,4,Family,Yes,01-09-1995,House,ELO,No Access,I,2.8,2.5,2.2,2.44,324132,85298,8529780
P08186,Chrompet,897,28-03-2008,79,1.0,1.0,3,AdjLand,Yes,06-04-1973,House,AllPub,No Access,RM,2.2,2.2,5.0,3.04,249117,44485,8897050
P04159,Anna Nagar,1960,25-10-2010,56,2.0,1.0,5,Partial,No,03-11-1974,Others,NoSewr ,Paved,RH,4.2,2.0,2.0,2.77,506073,77857,12976220
P06759,Chrompet,929,03-06-2009,61,1.0,1.0,3,Partial,Yes,13-06-1971,House,NoSeWa,Gravel,RM,3.2,2.8,2.0,2.68,276501,36867,9216700
P03614,Chrompet,969,16-02-2011,176,1.0,1.0,3,Family,No,26-02-1972,Others,NoSeWa,Paved,RM,4.7,3.7,2.3,3.58,285331,43232,8646380
P06653,Anna Nagar,1776,04-07-2009,41,1.0,1.0,4,Partial,Yes,13-07-1973,Others,NoSeWa,No Access,RH,4.0,4.8,3.1,3.84,309330,136105,12373200
P00807,Chrompet,1195,09-07-2013,49,1.0,1.0,3,AbNormal,Yes,10-07-2008,Commercial,NoSeWa,Paved,RL,4.9,4.8,4.0,4.59,381804,220271,14684750
P09534,Adyar,1051,21-10-2006,38,1.0,1.0,3,AdjLand,No,28-10-1978,Others,ELO,Gravel,C,2.6,4.0,3.4,3.28,291262,121359,8090620
P01778,Karapakkam,1062,09-02-2012,15,1.0,1.0,3,AdjLand,Yes,14-02-1991,House,AllPub,No Access,A,4.3,2.1,4.9,3.88,170744,112051,5335750
P01193,T Nagar,1851,02-11-2012,181,2.0,1.0,5,Normal Sale,Yes,09-11-1985,Others,AllPub,No Access,RH,4.4,2.1,4.2,3.735,383564,164385,13698720
P05928,Karapakkam,806,28-11-2009,195,1.0,1.0,2,AdjLand,No,06-12-1979,Others,AllPub,Paved,RM,3.5,2.4,2.2,2.65,216323,173058,7210750
P00204,T Nagar,1673,25-09-2014,32,1.0,1.0,4,Partial,No,06-10-1970,Others,NoSewr ,No Access,RM,4.8,4.4,3.1,3.935,389002,194501,12156320
P00217,Chrompet,1094,12-09-2014,112,1.0,1.0,3,Normal Sale,No,19-09-1985,Commercial,AllPub,Paved,RH,3.2,4.9,2.4,3.64,349019,132387,12035150
P03479,Anna Nagar,1772,19-03-2011,57,1.0,1.0,4,AdjLand,No,25-03-1984,Commercial,ELO,Paved,RM,3.5,4.4,3.9,3.885,508367,203347,20334690
P09864,Velachery,1864,19-01-2005,110,3.0,2.0,5,AdjLand,No,23-01-1990,House,ELO,Gravel,RM,2.6,2.7,2.0,2.47,406564,180695,11293450
P09485,Chrompet,1217,16-11-2006,140,2.0,1.0,4,AbNormal,No,25-11-1969,House,NoSewr ,Paved,RL,4.8,4.0,4.1,4.27,238392,44147,8829350
P05619,Velachery,1769,24-01-2010,31,2.0,1.0,4,Normal Sale,Yes,04-02-1968,Others,NoSeWa,Gravel,RH,3.9,2.5,2.4,2.82,356733,86481,10810090
P04970,Karapakkam,716,25-05-2010,17,1.0,1.0,2,Normal Sale,No,05-06-1967,House,AllPub,No Access,I,4.6,4.4,4.8,4.62,118418,94734,3947250
P06208,Anna Nagar,1654,06-10-2009,65,1.0,1.0,4,Partial,No,16-10-1970,Others,ELO,Paved,RM,3.8,3.3,3.7,3.635,412284,137428,12493450
P00806,Chrompet,885,10-07-2013,106,1.0,1.0,3,AbNormal,Yes,19-07-1977,House,ELO,Paved,RL,3.9,2.9,3.8,3.47,222183,32916,8229000
P03465,Adyar,878,22-03-2011,103,1.0,1.0,3,AdjLand,No,29-03-1983,Others,ELO,No Access,RM,2.2,3.0,2.8,2.66,291605,51460,8576620
P03160,KK Nagar,2459,15-05-2011,18,4.0,2.0,6,AdjLand,Yes,17-05-2002,House,NoSeWa,Paved,RH,4.5,3.8,4.3,4.21,451562,213237,12543380
P03983,Karapakkam,931,30-11-2010,86,1.0,1.0,3,Family,No,06-12-1985,House,ELO,Paved,I,4.7,5.0,4.9,,169826,82340,5146250
P03555,KK Nagar,1931,03-03-2011,153,3.0,2.0,5,Family,No,04-03-2004,Commercial,NoSewr ,Paved,RL,2.2,2.1,3.5,2.69,511128,263309,15488740
P02172,Karapakkam,1446,24-11-2011,79,2.0,2.0,4,Partial,No,01-12-1981,Commercial,AllPub,Paved,RL,3.4,2.0,5.0,3.62,338535,157983,11284500
P01613,Chrompet,1169,09-03-2012,50,1.0,1.0,3,AdjLand,Yes,10-03-2008,Commercial,NoSeWa,Gravel,RL,4.7,2.6,4.1,3.68,411793,152516,15251600
